event_id,account_id,home_city,timestamp,agent_id,agent_recent_swap_count,distance_from_home_km,device_changed,hours_to_activation,txn_attempts_1h,txn_value_1h_naira,hour_of_day,ground_truth_fraud
2289,ACC-102289,Lagos,2026-09-03T07:06:45.338Z,AG-1036,0,4.8,0,4.75,0,1890,21,0
2290,ACC-102290,Lagos,2026-06-11T07:06:45.338Z,AG-1036,1,29.8,0,8.01,0,0,15,0
2291,ACC-102291,Abuja,2026-08-29T07:06:45.338Z,AG-1016,3,16,0,2.64,1,0,9,0
2292,ACC-102292,Abuja,2026-09-03T07:06:45.338Z,AG-1021,1,38.5,0,1.15,1,6682,17,0
2293,ACC-102293,Lagos,2026-07-02T07:06:45.338Z,AG-1033,4,0,0,16.42,0,6986,16,0
2294,ACC-102294,Lagos,2026-08-13T07:06:45.338Z,AG-1029,5,74.7,0,30.84,0,0,20,0
2295,ACC-102295,Abuja,2026-06-08T07:06:45.338Z,AG-1005,2,4.8,0,10.48,0,0,17,0
2296,ACC-102296,Ibadan,2026-08-31T07:06:45.338Z,AG-1024,3,42,0,13.68,0,0,13,0
2297,ACC-102297,Lagos,2026-08-03T07:06:45.338Z,AG-1001,2,6.7,1,4.38,0,0,14,0
2298,ACC-102298,Kano,2026-07-22T07:06:45.338Z,AG-1032,1,84.4,1,3.86,0,0,13,0
2299,ACC-102299,Abuja,2026-09-02T07:06:45.338Z,AG-1033,1,0,1,19.28,1,0,16,0
2300,ACC-102300,Kano,2026-07-19T07:06:45.338Z,AG-1008,0,18.5,0,19.73,2,4174,19,0
2301,ACC-102301,Lagos,2026-08-02T07:06:45.338Z,AG-1001,1,28.2,0,35.21,1,0,21,0
2302,ACC-102302,Abuja,2026-07-15T07:06:45.338Z,AG-1010,0,0,0,33.67,0,0,7,0
2303,ACC-102303,Lagos,2026-06-25T07:06:45.338Z,AG-1033,0,72,0,25.4,1,0,12,0
2304,ACC-102304,Kano,2026-08-31T07:06:45.338Z,AG-1025,1,44.5,0,26.78,0,0,7,0
2305,ACC-102305,Ibadan,2026-07-18T07:06:45.338Z,AG-1006,1,51.3,1,22.36,0,0,16,0
2306,ACC-102306,Ibadan,2026-07-01T07:06:45.338Z,AG-1035,1,4.5,0,10.79,1,19273,10,0
2307,ACC-102307,Ibadan,2026-08-12T07:06:45.338Z,AG-1008,2,151.6,1,2.31,1,153048,3,1
2308,ACC-102308,Port Harcourt,2026-07-23T07:06:45.338Z,AG-1020,2,31.5,0,8.25,0,0,13,0
2309,ACC-102309,Abuja,2026-08-17T07:06:45.338Z,AG-1034,4,28.2,0,6.36,1,0,6,0
2310,ACC-102310,Kano,2026-06-09T07:06:45.338Z,AG-1011,0,3.4,0,10.43,0,0,20,0
2311,ACC-102311,Lagos,2026-08-19T07:06:45.338Z,AG-1020,0,33.5,0,0,0,0,11,0
2312,ACC-102312,Kano,2026-07-14T07:06:45.338Z,AG-1034,2,62.5,0,0,0,0,14,0
2313,ACC-102313,Kano,2026-06-19T07:06:45.338Z,AG-1028,2,0,1,36.58,2,0,13,0
2314,ACC-102314,Port Harcourt,2026-08-30T07:06:45.338Z,AG-1027,2,0,1,9.96,0,0,6,0
2315,ACC-102315,Port Harcourt,2026-07-26T07:06:45.338Z,AG-1004,2,30.3,0,9.2,0,0,19,0
2316,ACC-102316,Ibadan,2026-07-09T07:06:45.338Z,AG-1004,3,23.6,0,11.43,1,15804,20,0
2317,ACC-102317,Kano,2026-08-11T07:06:45.338Z,AG-1000,0,0,0,15.54,2,0,21,0
2318,ACC-102318,Abuja,2026-07-17T07:06:45.338Z,AG-1022,0,32.1,0,7.23,1,0,10,0
2319,ACC-102319,Port Harcourt,2026-07-10T07:06:45.338Z,AG-1017,0,2.9,1,24,1,0,8,0
2320,ACC-102320,Lagos,2026-08-14T07:06:45.338Z,AG-1011,2,17.2,0,10.82,0,16127,8,0
2321,ACC-102321,Kano,2026-08-19T07:06:45.338Z,AG-1018,3,9,0,6.06,0,0,19,0
2322,ACC-102322,Abuja,2026-06-11T07:06:45.338Z,AG-1018,0,47.5,0,27.18,0,0,16,0
2323,ACC-102323,Kano,2026-06-29T07:06:45.338Z,AG-1034,1,0,0,21.08,1,0,8,0
2324,ACC-102324,Kano,2026-07-27T07:06:45.338Z,AG-1018,0,16.2,1,0,0,14812,8,0
2325,ACC-102325,Port Harcourt,2026-06-22T07:06:45.338Z,AG-1013,4,8.7,0,21.49,1,0,22,0
2326,ACC-102326,Abuja,2026-07-13T07:06:45.338Z,AG-1035,3,12.7,0,0,1,0,9,0
2327,ACC-102327,Kano,2026-06-18T07:06:45.338Z,AG-1036,0,59,0,5.04,0,0,14,0
2328,ACC-102328,Port Harcourt,2026-08-22T07:06:45.338Z,AG-1002,3,36.9,0,6.93,0,0,13,0
2329,ACC-102329,Abuja,2026-09-01T07:06:45.338Z,AG-1037,1,0,0,22,0,0,9,0
2330,ACC-102330,Kano,2026-06-16T07:06:45.338Z,AG-1021,0,40.3,0,13.89,0,10706,17,0
2331,ACC-102331,Kano,2026-08-07T07:06:45.338Z,AG-1035,1,15,0,20.12,0,3715,6,0
2332,ACC-102332,Kano,2026-07-05T07:06:45.338Z,AG-1005,2,17.2,0,16.91,1,11899,20,0
2333,ACC-102333,Port Harcourt,2026-06-19T07:06:45.338Z,AG-1030,0,35.2,0,27.89,0,0,9,0
2334,ACC-102334,Abuja,2026-08-06T07:06:45.338Z,AG-1017,3,4.7,0,14.83,2,18558,20,0
2335,ACC-102335,Kano,2026-07-31T07:06:45.338Z,AG-1000,16,21.9,1,2.11,4,429707,4,1
2336,ACC-102336,Abuja,2026-07-08T07:06:45.338Z,AG-1014,4,4.5,0,29.83,1,0,14,0
2337,ACC-102337,Ibadan,2026-08-25T07:06:45.338Z,AG-1031,1,11.5,0,0,0,0,12,0
2338,ACC-102338,Abuja,2026-08-27T07:06:45.338Z,AG-1003,3,21.8,0,3.73,0,0,7,0
2339,ACC-102339,Lagos,2026-08-30T07:06:45.338Z,AG-1036,0,7.7,0,10.53,0,0,14,0
2340,ACC-102340,Ibadan,2026-07-21T07:06:45.338Z,AG-1002,0,11.5,0,14.66,0,0,13,0
2341,ACC-102341,Kano,2026-08-31T07:06:45.338Z,AG-1027,3,16.3,1,2.8,1,0,20,0
2342,ACC-102342,Abuja,2026-06-15T07:06:45.338Z,AG-1007,2,57.2,0,9.3,0,0,21,0
2343,ACC-102343,Lagos,2026-08-17T07:06:45.338Z,AG-1018,0,190.6,1,0.68,5,365949,6,1
2344,ACC-102344,Kano,2026-08-02T07:06:45.338Z,AG-1022,2,18.5,0,22.05,3,0,11,0
2345,ACC-102345,Port Harcourt,2026-08-16T07:06:45.338Z,AG-1003,2,2.9,1,15.49,1,0,8,0
2346,ACC-102346,Ibadan,2026-06-08T07:06:45.338Z,AG-1035,4,112.5,1,0,2,0,13,0
2347,ACC-102347,Ibadan,2026-06-08T07:06:45.338Z,AG-1013,1,23.7,0,11.84,3,0,14,0
2348,ACC-102348,Kano,2026-07-28T07:06:45.338Z,AG-1012,1,41.4,0,19.5,0,0,6,0
2349,ACC-102349,Ibadan,2026-06-10T07:06:45.338Z,AG-1030,1,65.9,1,8.18,1,0,14,0
2350,ACC-102350,Port Harcourt,2026-06-19T07:06:45.338Z,AG-1019,1,92.9,1,25.85,0,0,20,0
2351,ACC-102351,Lagos,2026-08-23T07:06:45.338Z,AG-1039,1,4,0,18.4,1,4501,17,0
2352,ACC-102352,Abuja,2026-07-04T07:06:45.338Z,AG-1037,2,25.8,0,34.61,0,0,7,0
2353,ACC-102353,Abuja,2026-08-18T07:06:45.338Z,AG-1037,4,4.7,0,22.12,1,0,20,0
2354,ACC-102354,Kano,2026-08-28T07:06:45.338Z,AG-1029,2,26.2,0,11.83,1,0,12,0
2355,ACC-102355,Kano,2026-07-15T07:06:45.338Z,AG-1016,1,21.6,0,3.56,1,0,22,0
2356,ACC-102356,Ibadan,2026-07-21T07:06:45.338Z,AG-1014,2,428.8,1,2.57,6,96611,15,1
2357,ACC-102357,Abuja,2026-07-09T07:06:45.338Z,AG-1018,0,4.9,0,10.22,0,0,7,0
2358,ACC-102358,Ibadan,2026-08-16T07:06:45.338Z,AG-1019,3,23.9,0,25.48,3,0,12,0
2359,ACC-102359,Ibadan,2026-08-14T07:06:45.338Z,AG-1030,1,56.3,0,19.53,0,0,22,0
2360,ACC-102360,Ibadan,2026-08-26T07:06:45.338Z,AG-1029,1,58.3,0,18.44,0,0,14,0
2361,ACC-102361,Port Harcourt,2026-06-14T07:06:45.338Z,AG-1028,1,47.9,1,20.51,1,0,8,0
2362,ACC-102362,Port Harcourt,2026-06-26T07:06:45.338Z,AG-1031,3,61.1,1,9.25,2,0,21,0
2363,ACC-102363,Lagos,2026-06-17T07:06:45.338Z,AG-1016,1,0,1,12.07,1,0,12,0
2364,ACC-102364,Lagos,2026-06-18T07:06:45.339Z,AG-1007,1,4.2,0,12.19,2,0,19,0
2365,ACC-102365,Ibadan,2026-08-28T07:06:45.339Z,AG-1019,1,21.2,0,23.86,0,18237,19,0
2366,ACC-102366,Kano,2026-08-15T07:06:45.339Z,AG-1023,3,40.1,1,17.02,0,0,14,0
2367,ACC-102367,Port Harcourt,2026-06-21T07:06:45.339Z,AG-1017,0,14.4,0,16.29,0,0,22,0
2368,ACC-102368,Abuja,2026-09-03T07:06:45.339Z,AG-1018,4,26.8,1,16.2,0,12104,21,0
2369,ACC-102369,Abuja,2026-08-04T07:06:45.339Z,AG-1028,0,29.1,0,13.05,1,0,21,0
2370,ACC-102370,Kano,2026-06-27T07:06:45.339Z,AG-1029,3,80.4,1,13.11,1,20026,18,0
2371,ACC-102371,Abuja,2026-08-27T07:06:45.339Z,AG-1014,1,0,0,18.71,0,0,18,0
2372,ACC-102372,Abuja,2026-08-09T07:06:45.339Z,AG-1037,3,0,1,5.25,0,0,18,0
2373,ACC-102373,Abuja,2026-08-26T07:06:45.339Z,AG-1015,1,45.9,0,11.68,0,0,21,0
2374,ACC-102374,Abuja,2026-08-12T07:06:45.339Z,AG-1011,4,57.2,1,14.79,0,0,6,0
2375,ACC-102375,Lagos,2026-06-15T07:06:45.339Z,AG-1029,3,6.5,0,9.6,0,0,12,0
2376,ACC-102376,Ibadan,2026-07-19T07:06:45.339Z,AG-1019,4,412.3,1,1.35,4,315199,0,1
2377,ACC-102377,Ibadan,2026-06-06T07:06:45.339Z,AG-1031,2,17.8,0,0.58,0,0,10,0
2378,ACC-102378,Port Harcourt,2026-08-20T07:06:45.339Z,AG-1012,0,62.2,0,33.91,0,0,21,0
2379,ACC-102379,Kano,2026-07-02T07:06:45.339Z,AG-1033,1,10.3,0,0,1,0,9,0
2380,ACC-102380,Lagos,2026-07-05T07:06:45.339Z,AG-1010,3,60.2,1,1.97,2,0,20,0
2381,ACC-102381,Lagos,2026-06-07T07:06:45.339Z,AG-1038,1,8.7,0,11.2,0,12773,15,0
2382,ACC-102382,Port Harcourt,2026-06-25T07:06:45.339Z,AG-1027,2,13.3,0,2.12,1,0,22,0
2383,ACC-102383,Abuja,2026-07-15T07:06:45.339Z,AG-1016,0,41.4,0,17.44,1,0,15,0
2384,ACC-102384,Abuja,2026-07-08T07:06:45.339Z,AG-1012,3,4.7,0,20.73,2,0,6,0
2385,ACC-102385,Kano,2026-08-25T07:06:45.339Z,AG-1022,3,0,0,34.28,1,0,20,0
2386,ACC-102386,Port Harcourt,2026-08-18T07:06:45.339Z,AG-1011,2,27.6,1,15.46,2,3007,11,0
2387,ACC-102387,Ibadan,2026-07-01T07:06:45.339Z,AG-1039,1,52.5,1,29.61,1,2705,13,0
2388,ACC-102388,Ibadan,2026-06-28T07:06:45.339Z,AG-1020,0,35.7,0,9.86,0,0,11,0
2389,ACC-102389,Kano,2026-08-25T07:06:45.339Z,AG-1022,0,17.1,0,9.32,0,0,9,0
2390,ACC-102390,Ibadan,2026-09-02T07:06:45.339Z,AG-1016,3,0,0,21.12,1,0,21,0
2391,ACC-102391,Ibadan,2026-08-20T07:06:45.339Z,AG-1016,0,71.8,0,5.68,2,0,18,0
2392,ACC-102392,Ibadan,2026-06-17T07:06:45.339Z,AG-1015,3,0,0,21.05,1,0,7,0
2393,ACC-102393,Port Harcourt,2026-08-12T07:06:45.339Z,AG-1034,1,24.3,1,0,0,0,14,0
2394,ACC-102394,Kano,2026-08-19T07:06:45.339Z,AG-1030,0,4.8,0,6.03,1,5248,11,0
2395,ACC-102395,Kano,2026-08-01T07:06:45.339Z,AG-1006,2,17.5,0,5.02,0,0,19,0
2396,ACC-102396,Port Harcourt,2026-08-30T07:06:45.339Z,AG-1038,2,1.4,1,12.82,2,0,21,0
2397,ACC-102397,Lagos,2026-06-12T07:06:45.339Z,AG-1011,2,0.1,1,0,0,15625,13,0
2398,ACC-102398,Lagos,2026-07-10T07:06:45.339Z,AG-1015,1,24,0,16.57,2,0,22,0
2399,ACC-102399,Kano,2026-08-18T07:06:45.339Z,AG-1015,0,47.2,1,35.61,0,0,12,0
2400,ACC-102400,Abuja,2026-07-19T07:06:45.339Z,AG-1026,0,13.5,0,12.95,0,0,12,0
2401,ACC-102401,Lagos,2026-08-13T07:06:45.339Z,AG-1008,1,54,1,0,3,262664,23,1
2402,ACC-102402,Port Harcourt,2026-06-25T07:06:45.339Z,AG-1039,3,3.2,1,20.31,1,0,18,0
2403,ACC-102403,Kano,2026-07-03T07:06:45.339Z,AG-1003,2,29.5,0,2.78,1,0,14,0
2404,ACC-102404,Lagos,2026-07-28T07:06:45.339Z,AG-1011,1,54.2,0,4.31,2,0,17,0
2405,ACC-102405,Port Harcourt,2026-08-19T07:06:45.339Z,AG-1011,2,0,1,0,0,0,21,0
2406,ACC-102406,Abuja,2026-07-08T07:06:45.339Z,AG-1016,2,30.6,0,16.89,0,0,15,0
2407,ACC-102407,Ibadan,2026-06-16T07:06:45.339Z,AG-1033,2,15,1,0,2,0,21,0
2408,ACC-102408,Abuja,2026-06-10T07:06:45.339Z,AG-1026,2,22.8,0,12.54,2,0,16,0
2409,ACC-102409,Ibadan,2026-08-25T07:06:45.339Z,AG-1013,2,0,0,14.23,0,0,11,0
2410,ACC-102410,Kano,2026-08-16T07:06:45.339Z,AG-1008,2,3.4,0,11.73,0,0,9,0
2411,ACC-102411,Ibadan,2026-07-21T07:06:45.339Z,AG-1030,2,15.5,0,10.27,1,0,17,0
2412,ACC-102412,Lagos,2026-06-18T07:06:45.339Z,AG-1035,1,0,0,12.9,2,11354,10,0
2413,ACC-102413,Abuja,2026-06-27T07:06:45.339Z,AG-1014,0,35.6,0,22.05,1,0,11,0
2414,ACC-102414,Lagos,2026-07-18T07:06:45.339Z,AG-1004,1,0,0,27.43,2,0,19,0
2415,ACC-102415,Abuja,2026-06-23T07:06:45.339Z,AG-1008,2,27.9,1,30.31,2,0,17,0
2416,ACC-102416,Lagos,2026-07-25T07:06:45.339Z,AG-1000,0,46.4,0,10.16,0,0,20,0
2417,ACC-102417,Port Harcourt,2026-07-29T07:06:45.339Z,AG-1038,1,22.9,0,3.28,0,0,16,0
2418,ACC-102418,Kano,2026-06-10T07:06:45.339Z,AG-1024,4,61.6,0,18.06,0,0,19,0
2419,ACC-102419,Lagos,2026-06-12T07:06:45.339Z,AG-1012,3,39.8,0,23.66,2,0,18,0
2420,ACC-102420,Abuja,2026-07-16T07:06:45.339Z,AG-1012,1,48.2,1,9.33,1,0,8,0
2421,ACC-102421,Abuja,2026-08-15T07:06:45.339Z,AG-1024,1,0,1,3.84,1,0,16,0
2422,ACC-102422,Ibadan,2026-08-31T07:06:45.339Z,AG-1003,1,7.5,0,14.23,0,0,7,0
2423,ACC-102423,Abuja,2026-07-22T07:06:45.339Z,AG-1026,3,83.5,0,33.14,1,0,11,0
2424,ACC-102424,Lagos,2026-08-12T07:06:45.339Z,AG-1027,3,0,0,13.2,0,0,12,0
2425,ACC-102425,Ibadan,2026-06-11T07:06:45.339Z,AG-1024,0,3.5,1,8.87,0,0,17,0
2426,ACC-102426,Ibadan,2026-07-03T07:06:45.339Z,AG-1021,4,28.6,0,19.61,0,0,10,0
2427,ACC-102427,Lagos,2026-08-17T07:06:45.339Z,AG-1016,0,45.4,0,10.95,0,10197,11,0
2428,ACC-102428,Ibadan,2026-08-19T07:06:45.339Z,AG-1036,0,29.2,1,28.26,1,0,12,0
2429,ACC-102429,Port Harcourt,2026-08-24T07:06:45.339Z,AG-1021,1,33.7,0,0.05,1,0,11,0
2430,ACC-102430,Kano,2026-06-22T07:06:45.339Z,AG-1016,2,8.9,0,32.06,1,0,15,0
2431,ACC-102431,Ibadan,2026-08-25T07:06:45.339Z,AG-1000,0,76,0,14.69,1,0,16,0
2432,ACC-102432,Ibadan,2026-08-24T07:06:45.339Z,AG-1031,1,0,0,19.32,1,0,15,0
2433,ACC-102433,Ibadan,2026-06-18T07:06:45.339Z,AG-1012,1,20.9,0,14.57,0,0,17,0
2434,ACC-102434,Ibadan,2026-08-10T07:06:45.339Z,AG-1030,5,22.4,0,17.18,0,0,12,0
2435,ACC-102435,Port Harcourt,2026-08-26T07:06:45.339Z,AG-1034,5,7.4,1,1.32,3,739,17,1
2436,ACC-102436,Lagos,2026-08-07T07:06:45.339Z,AG-1026,2,32.2,0,17.11,0,0,20,0
2437,ACC-102437,Kano,2026-07-15T07:06:45.339Z,AG-1030,3,43.4,0,14.72,0,0,18,0
2438,ACC-102438,Lagos,2026-08-13T07:06:45.339Z,AG-1016,5,21.5,0,10.62,2,15620,6,0
2439,ACC-102439,Port Harcourt,2026-07-29T07:06:45.339Z,AG-1009,0,19.6,0,1.96,0,0,12,0
2440,ACC-102440,Port Harcourt,2026-08-29T07:06:45.339Z,AG-1013,2,4.4,0,14.5,1,14590,11,0
2441,ACC-102441,Port Harcourt,2026-07-01T07:06:45.339Z,AG-1030,1,84.8,0,13.29,0,0,7,0
2442,ACC-102442,Abuja,2026-07-08T07:06:45.339Z,AG-1003,1,16,0,16.41,0,0,20,0
2443,ACC-102443,Lagos,2026-07-25T07:06:45.339Z,AG-1006,2,31.2,0,3.03,3,0,13,0
2444,ACC-102444,Abuja,2026-06-14T07:06:45.339Z,AG-1008,1,0,0,28.09,0,0,13,0
2445,ACC-102445,Ibadan,2026-08-06T07:06:45.339Z,AG-1037,0,28.9,1,4.27,2,0,16,0
2446,ACC-102446,Port Harcourt,2026-06-11T07:06:45.339Z,AG-1018,1,0,0,21.48,1,9739,10,0
2447,ACC-102447,Lagos,2026-08-27T07:06:45.339Z,AG-1028,0,94.7,1,16.4,0,0,9,0
2448,ACC-102448,Port Harcourt,2026-06-21T07:06:45.339Z,AG-1002,8,131.6,1,0.16,7,420108,9,1
2449,ACC-102449,Abuja,2026-06-16T07:06:45.339Z,AG-1025,1,405.7,1,1.48,5,79200,4,1
2450,ACC-102450,Ibadan,2026-08-06T07:06:45.339Z,AG-1030,0,2.6,0,30.07,0,0,7,0
2451,ACC-102451,Ibadan,2026-06-17T07:06:45.339Z,AG-1012,2,55.4,0,11.4,1,0,22,0
2452,ACC-102452,Ibadan,2026-06-29T07:06:45.339Z,AG-1022,1,3.1,0,29.44,0,0,7,0
2453,ACC-102453,Port Harcourt,2026-08-13T07:06:45.339Z,AG-1030,2,14.1,0,0.39,1,0,10,0
2454,ACC-102454,Abuja,2026-07-29T07:06:45.339Z,AG-1026,3,17.5,0,14.09,0,10861,18,0
2455,ACC-102455,Kano,2026-06-14T07:06:45.339Z,AG-1013,0,28.4,0,13.71,1,0,6,0
2456,ACC-102456,Port Harcourt,2026-07-23T07:06:45.339Z,AG-1039,5,71.2,0,18.47,0,0,12,0
2457,ACC-102457,Lagos,2026-06-28T07:06:45.339Z,AG-1010,1,33,0,21.42,1,0,16,0
2458,ACC-102458,Kano,2026-08-04T07:06:45.339Z,AG-1025,2,39.6,0,0,0,0,10,0
2459,ACC-102459,Ibadan,2026-07-17T07:06:45.339Z,AG-1024,0,11.9,0,15.57,0,0,10,0
2460,ACC-102460,Ibadan,2026-08-07T07:06:45.339Z,AG-1007,2,16.2,0,16.87,0,0,10,0
2461,ACC-102461,Lagos,2026-09-04T07:06:45.339Z,AG-1028,5,27.6,0,20.36,1,10071,12,0
2462,ACC-102462,Abuja,2026-08-10T07:06:45.339Z,AG-1005,1,16.4,0,7.62,0,0,21,0
2463,ACC-102463,Abuja,2026-07-01T07:06:45.339Z,AG-1020,3,48.6,0,3.29,2,0,17,0
2464,ACC-102464,Abuja,2026-07-15T07:06:45.339Z,AG-1032,1,16,0,28.57,0,0,16,0
2465,ACC-102465,Lagos,2026-07-03T07:06:45.339Z,AG-1035,4,6,0,7.42,0,0,20,0
2466,ACC-102466,Ibadan,2026-08-23T07:06:45.339Z,AG-1022,4,11,1,31.83,2,0,16,0
2467,ACC-102467,Ibadan,2026-08-19T07:06:45.339Z,AG-1002,1,7.5,0,6.35,2,9457,9,0
2468,ACC-102468,Ibadan,2026-08-19T07:06:45.339Z,AG-1013,1,30.9,0,12.29,1,0,13,0
2469,ACC-102469,Ibadan,2026-07-05T07:06:45.339Z,AG-1036,3,28.8,0,26.38,1,14603,15,0
2470,ACC-102470,Abuja,2026-08-28T07:06:45.339Z,AG-1038,3,0,1,10.69,0,0,13,0
2471,ACC-102471,Abuja,2026-07-04T07:06:45.339Z,AG-1012,0,42.2,1,28.67,0,0,22,0
2472,ACC-102472,Ibadan,2026-07-18T07:06:45.339Z,AG-1038,0,11,1,15.79,0,0,10,0
2473,ACC-102473,Abuja,2026-08-29T07:06:45.339Z,AG-1032,2,20.9,0,5.15,2,0,20,0
2474,ACC-102474,Port Harcourt,2026-06-12T07:06:45.339Z,AG-1029,3,1.3,0,11.95,1,0,16,0
2475,ACC-102475,Kano,2026-06-17T07:06:45.339Z,AG-1027,1,61.3,0,21.98,1,0,8,0
2476,ACC-102476,Ibadan,2026-08-14T07:06:45.339Z,AG-1035,1,13.7,1,0,0,0,8,0
2477,ACC-102477,Lagos,2026-08-06T07:06:45.339Z,AG-1016,1,52.5,0,21.51,1,0,16,0
2478,ACC-102478,Kano,2026-09-01T07:06:45.339Z,AG-1024,3,63.4,0,50.8,1,10724,21,0
2479,ACC-102479,Kano,2026-06-19T07:06:45.339Z,AG-1037,4,11,1,8.36,2,0,7,0
2480,ACC-102480,Lagos,2026-07-17T07:06:45.339Z,AG-1008,3,27.4,1,2.75,0,0,17,0
2481,ACC-102481,Ibadan,2026-07-04T07:06:45.339Z,AG-1020,0,20.3,0,21.25,2,0,13,0
2482,ACC-102482,Port Harcourt,2026-07-12T07:06:45.339Z,AG-1038,4,49.7,1,27.9,0,0,16,0
2483,ACC-102483,Kano,2026-08-15T07:06:45.339Z,AG-1012,3,0,0,2.39,0,0,18,0
2484,ACC-102484,Ibadan,2026-07-24T07:06:45.339Z,AG-1025,1,19.9,0,17.81,0,16717,21,0
2485,ACC-102485,Ibadan,2026-07-26T07:06:45.339Z,AG-1009,1,0,0,18.94,0,0,13,0
2486,ACC-102486,Lagos,2026-06-16T07:06:45.339Z,AG-1035,3,0,0,0,1,19357,12,0
2487,ACC-102487,Ibadan,2026-06-15T07:06:45.339Z,AG-1005,3,2.8,0,36.39,1,0,19,0
2488,ACC-102488,Lagos,2026-06-30T07:06:45.339Z,AG-1036,4,25.6,0,0,0,0,15,0
2489,ACC-102489,Abuja,2026-06-20T07:06:45.339Z,AG-1023,1,69,0,18.29,0,0,17,0
2490,ACC-102490,Lagos,2026-08-03T07:06:45.339Z,AG-1000,3,23.2,0,13.79,1,0,18,0
2491,ACC-102491,Port Harcourt,2026-07-18T07:06:45.339Z,AG-1035,2,47,1,19.12,2,0,12,0
2492,ACC-102492,Ibadan,2026-07-19T07:06:45.339Z,AG-1039,0,12.6,0,30.24,0,0,18,0
2493,ACC-102493,Port Harcourt,2026-08-10T07:06:45.339Z,AG-1000,3,4.5,1,29.79,0,0,9,0
2494,ACC-102494,Abuja,2026-07-24T07:06:45.339Z,AG-1011,3,36,0,0,1,2909,7,0
2495,ACC-102495,Lagos,2026-07-14T07:06:45.339Z,AG-1017,2,13.4,1,20.15,0,0,9,0
2496,ACC-102496,Ibadan,2026-08-21T07:06:45.339Z,AG-1032,2,24.8,1,12.93,0,0,13,0
2497,ACC-102497,Ibadan,2026-08-02T07:06:45.339Z,AG-1021,1,21.1,0,25.73,2,0,21,0
2498,ACC-102498,Port Harcourt,2026-06-26T07:06:45.339Z,AG-1009,4,4.4,1,16.59,0,0,14,0
2499,ACC-102499,Port Harcourt,2026-09-01T07:06:45.339Z,AG-1014,2,32,0,28.51,1,0,17,0
2500,ACC-102500,Lagos,2026-06-09T07:06:45.339Z,AG-1012,1,34.5,0,11.97,0,0,21,0
2501,ACC-102501,Abuja,2026-08-04T07:06:45.339Z,AG-1000,2,16.8,1,18.69,1,17503,11,0
2502,ACC-102502,Kano,2026-07-16T07:06:45.339Z,AG-1011,1,23.4,0,0,1,0,10,0
2503,ACC-102503,Kano,2026-08-06T07:06:45.339Z,AG-1015,2,5.6,1,2.22,0,8707,6,0
2504,ACC-102504,Ibadan,2026-08-03T07:06:45.339Z,AG-1020,1,48.9,1,0.03,2,0,11,0
2505,ACC-102505,Abuja,2026-06-09T07:06:45.339Z,AG-1001,0,14.2,0,15.82,0,0,22,0
2506,ACC-102506,Abuja,2026-06-23T07:06:45.339Z,AG-1011,1,0,0,5,0,0,9,0
2507,ACC-102507,Abuja,2026-06-15T07:06:45.339Z,AG-1038,1,10,1,19.08,0,0,18,0
2508,ACC-102508,Lagos,2026-08-21T07:06:45.339Z,AG-1021,1,30.4,1,0,0,0,9,0
2509,ACC-102509,Port Harcourt,2026-07-30T07:06:45.339Z,AG-1008,0,47.8,0,24.07,0,0,11,0
2510,ACC-102510,Ibadan,2026-08-19T07:06:45.339Z,AG-1030,7,75.2,1,0.46,3,0,17,1
2511,ACC-102511,Abuja,2026-07-25T07:06:45.339Z,AG-1033,1,81.8,1,18.85,3,0,18,0
2512,ACC-102512,Ibadan,2026-06-10T07:06:45.339Z,AG-1030,0,44.6,0,3.89,0,0,19,0
2513,ACC-102513,Port Harcourt,2026-06-18T07:06:45.339Z,AG-1001,3,9.6,1,10.17,1,0,11,0
2514,ACC-102514,Kano,2026-06-25T07:06:45.339Z,AG-1031,0,19,0,26.35,1,0,13,0
2515,ACC-102515,Kano,2026-06-07T07:06:45.339Z,AG-1012,3,5.5,0,26.1,1,0,16,0
2516,ACC-102516,Lagos,2026-08-14T07:06:45.339Z,AG-1002,1,0,0,13.4,0,0,15,0
2517,ACC-102517,Lagos,2026-07-14T07:06:45.339Z,AG-1030,3,134.6,1,0,5,468059,3,1
2518,ACC-102518,Ibadan,2026-06-16T07:06:45.339Z,AG-1017,2,37.7,0,2.02,0,0,18,0
2519,ACC-102519,Port Harcourt,2026-08-04T07:06:45.339Z,AG-1014,1,0,1,1.35,1,0,17,0
2520,ACC-102520,Ibadan,2026-06-27T07:06:45.339Z,AG-1010,0,56.7,1,26.65,0,0,13,0
2521,ACC-102521,Abuja,2026-08-26T07:06:45.339Z,AG-1021,1,33.6,1,12.62,2,0,20,0
2522,ACC-102522,Lagos,2026-08-14T07:06:45.339Z,AG-1029,5,358.1,1,1.16,5,348550,12,1
2523,ACC-102523,Ibadan,2026-07-22T07:06:45.339Z,AG-1038,3,23.5,0,23.76,1,0,22,0
2524,ACC-102524,Ibadan,2026-08-23T07:06:45.339Z,AG-1008,0,4.5,1,5.63,1,18409,11,0
2525,ACC-102525,Port Harcourt,2026-07-18T07:06:45.339Z,AG-1031,4,0,0,27.21,1,0,7,0
2526,ACC-102526,Lagos,2026-07-05T07:06:45.339Z,AG-1007,0,10.6,0,2,1,0,12,0
2527,ACC-102527,Lagos,2026-06-26T07:06:45.339Z,AG-1004,2,12.7,1,20.63,2,0,9,0
